score_hidden,score_train,unixtime,user,dt,comment
,0.0328125,1717943771.3285215,chris,2024-06-09 16:36,[Errno 2] No such file or directory: '/data/mlproject22-test-data/sign_lang_test/../sign_lang_train/labels.csv'
